gene	chromosome	start	end	strand	length
tetur01g06030	chromosome_2	14653356	14657409	+	4054
tetur01g06060	chromosome_2	14659263	14659480	-	218
tetur01g06070	chromosome_2	14662504	14665534	-	3031
tetur01g06090	chromosome_2	14672717	14672893	-	177
tetur01g06100	chromosome_2	14694378	14695879	+	1502
tetur01g06110	chromosome_2	14696218	14697235	+	1018
tetur01g06120	chromosome_2	14697208	14699283	-	2076
tetur01g06130	chromosome_2	14700044	14702643	-	2600
tetur01g06140	chromosome_2	14702800	14703663	+	864
tetur01g06150	chromosome_2	14704850	14706341	-	1492
tetur01g06160	chromosome_2	14706382	14708136	+	1755
tetur01g06170	chromosome_2	14707977	14708709	-	733
tetur01g06180	chromosome_2	14711867	14713681	+	1815
tetur01g06190	chromosome_2	14715789	14746570	-	30782
tetur01g06200	chromosome_2	14749453	14750202	+	750
tetur01g92373	chromosome_2	14752281	14752498	-	218
tetur01g06210	chromosome_2	14753867	14755971	-	2105
tetur01g06270	chromosome_2	14773672	14776308	-	2637
tetur01g06280	chromosome_2	14795944	14796878	+	935
tetur01g06290	chromosome_2	14796981	14799069	+	2089
tetur01g06300	chromosome_2	14804043	14808267	-	4225
tetur01g06310	chromosome_2	14810394	14815365	-	4972
tetur01g06320	chromosome_2	14815954	14820290	-	4337
tetur01g06330	chromosome_2	14820420	14821002	+	583
tetur01g92374	chromosome_2	14823949	14824434	+	486
tetur01g06340	chromosome_2	14826304	14828144	-	1841
tetur01g06350	chromosome_2	14828194	14835044	+	6851
tetur01g06370	chromosome_2	14835768	14840721	+	4954
tetur01g06380	chromosome_2	14840913	14842266	-	1354
tetur01g06390	chromosome_2	14845218	14846555	-	1338
tetur01g06410	chromosome_2	14848796	14850762	-	1967
tetur01g16814	chromosome_2	14852147	14853541	+	1395
tetur01g06430	chromosome_2	14853685	14857431	-	3747
tetur01g06440	chromosome_2	14858840	14859762	-	923
tetur01g06450	chromosome_2	14862072	14864968	+	2897
tetur01g06460	chromosome_2	14867512	14869197	+	1686
tetur01g06470	chromosome_2	14873601	14876274	-	2674
tetur01g06480	chromosome_2	14878419	14880010	+	1592
tetur01g06490	chromosome_2	14880680	14881162	+	483
tetur01g06500	chromosome_2	14881768	14883002	-	1235
tetur01g06510	chromosome_2	14883464	14884972	-	1509
tetur01g06540	chromosome_2	14885831	14904330	-	18500
tetur01g06530	chromosome_2	14897657	14900255	+	2599
tetur01g92375	chromosome_2	14904496	14904917	-	422
tetur01g06550	chromosome_2	14905909	14909415	-	3507
tetur01g06560	chromosome_2	14909988	14911108	-	1121
tetur01g06570	chromosome_2	14912496	14914596	-	2101
tetur01g92376	chromosome_2	14914959	14915141	+	183
tetur01g06580	chromosome_2	14918747	14920393	+	1647
tetur01g06600	chromosome_2	14923899	14925546	+	1648
tetur01g92377	chromosome_2	14926059	14926647	-	589
tetur01g92378	chromosome_2	14926701	14927462	-	762
tetur01g06610	chromosome_2	14928215	14929597	+	1383
tetur01g06620	chromosome_2	14945512	14946722	-	1211
tetur01g92379	chromosome_2	14946874	14947248	+	375
tetur01g06630	chromosome_2	14955276	14956182	-	907
tetur01g06640	chromosome_2	14959269	14961464	+	2196
tetur01g06650	chromosome_2	14962331	14963304	+	974
tetur01g06660	chromosome_2	14977184	14977868	-	685
tetur01g92380	chromosome_2	14984340	14984857	-	518
tetur01g06670	chromosome_2	14988408	14988606	+	199
tetur01g06680	chromosome_2	14989495	14990999	+	1505
tetur01g92381	chromosome_2	14993711	14993860	+	150
tetur01g06690	chromosome_2	15003936	15005717	+	1782
tetur01g06700	chromosome_2	15008152	15010198	-	2047
tetur01g06710	chromosome_2	15010920	15012122	+	1203
tetur01g06730	chromosome_2	15014798	15015707	+	910
tetur01g06740	chromosome_2	15017704	15033210	+	15507
tetur01g17124	chromosome_2	15020170	15020805	+	636
tetur01g17134	chromosome_2	15021159	15021764	+	606
tetur01g92870	chromosome_2	15021755	15022804	+	1050
tetur01g17154	chromosome_2	15022836	15023639	+	804
tetur01g16401	chromosome_2	15024063	15025292	+	1230
tetur01g06750	chromosome_2	15034295	15035223	+	929
tetur01g06760	chromosome_2	15036190	15036798	-	609
tetur01g06770	chromosome_2	15036883	15037292	-	410
tetur01g92382	chromosome_2	15038192	15038697	-	506
tetur01g06780	chromosome_2	15038854	15039787	+	934
tetur01g06790	chromosome_2	15040929	15041887	+	959
tetur01g06800	chromosome_2	15042684	15043612	+	929
tetur01g06810	chromosome_2	15045042	15045987	+	946
tetur01g06830	chromosome_2	15048650	15052293	-	3644
tetur01g06840	chromosome_2	15052511	15053767	+	1257
tetur01g06860	chromosome_2	15055094	15056904	-	1811
tetur01g06880	chromosome_2	15056921	15059229	+	2309
tetur01g06890	chromosome_2	15059636	15060466	+	831
tetur01g06900	chromosome_2	15061009	15061791	-	783
tetur01g06910	chromosome_2	15063266	15064308	-	1043
tetur01g06920	chromosome_2	15066938	15067990	-	1053
tetur01g92385	chromosome_2	15078785	15079057	+	273
tetur01g06930	chromosome_2	15078899	15079061	-	163
tetur01g06940	chromosome_2	15079724	15080263	-	540
tetur01g06950	chromosome_2	15081105	15100954	-	19850
tetur01g06960	chromosome_2	15103809	15106378	-	2570
tetur01g06970	chromosome_2	15107768	15109317	-	1550
tetur01g06980	chromosome_2	15109820	15110122	+	303
tetur01g06990	chromosome_2	15110852	15114319	+	3468
tetur01g07020	chromosome_2	15121133	15121833	+	701
tetur01g07030	chromosome_2	15122225	15123671	-	1447
tetur01g07040	chromosome_2	15123766	15124799	-	1034
tetur01g07050	chromosome_2	15125252	15127198	-	1947
tetur01g07060	chromosome_2	15127476	15128852	-	1377
tetur01g92386	chromosome_2	15129357	15129833	-	477
tetur01g07070	chromosome_2	15130534	15131244	-	711
tetur01g07080	chromosome_2	15135354	15136282	+	929
tetur01g07090	chromosome_2	15139505	15141253	-	1749
tetur01g07100	chromosome_2	15144091	15144761	+	671
tetur01g92387	chromosome_2	15145441	15145653	-	213
tetur01g07110	chromosome_2	15152206	15152422	+	217
tetur01g07120	chromosome_2	15156795	15157648	+	854
tetur01g07130	chromosome_2	15165285	15167417	-	2133
tetur01g07140	chromosome_2	15171079	15171497	-	419
tetur01g07150	chromosome_2	15171879	15172661	+	783
tetur01g07160	chromosome_2	15173483	15174784	-	1302
tetur01g92388	chromosome_2	15178133	15178815	+	683
tetur01g07170	chromosome_2	15181509	15182310	+	802
tetur01g07180	chromosome_2	15185172	15186269	+	1098
tetur01g07190	chromosome_2	15186596	15186700	+	105
tetur01g07200	chromosome_2	15187398	15188594	-	1197
tetur01g07210	chromosome_2	15188938	15189329	-	392
tetur01g07220	chromosome_2	15189612	15191445	+	1834
tetur01g07230	chromosome_2	15191856	15192864	-	1009
tetur01g07240	chromosome_2	15193184	15194231	-	1048
tetur01g07250	chromosome_2	15194634	15196288	+	1655
tetur01g07270	chromosome_2	15197051	15201415	-	4365
tetur01g07280	chromosome_2	15204120	15205631	-	1512
tetur01g07290	chromosome_2	15209507	15213064	-	3558
tetur01g07300	chromosome_2	15213021	15213202	+	182
tetur01g07310	chromosome_2	15214212	15217134	+	2923
tetur01g07320	chromosome_2	15218000	15222993	-	4994
tetur01g07330	chromosome_2	15223971	15228426	-	4456
tetur01g07340	chromosome_2	15229762	15230610	-	849
tetur01g07350	chromosome_2	15231659	15232064	+	406
tetur01g07360	chromosome_2	15234651	15235575	-	925
tetur01g07370	chromosome_2	15236394	15237926	+	1533
tetur01g07380	chromosome_2	15238427	15240803	-	2377
tetur01g07390	chromosome_2	15242894	15243183	-	290
tetur01g07400	chromosome_2	15243540	15245530	-	1991
tetur01g07410	chromosome_2	15246753	15248126	+	1374
tetur01g07420	chromosome_2	15248631	15249504	+	874
tetur01g92389	chromosome_2	15256356	15256637	+	282
tetur01g07430	chromosome_2	15257803	15259171	-	1369
tetur01g07480	chromosome_2	15261960	15272307	+	10348
tetur01g07440	chromosome_2	15262298	15263715	-	1418
tetur01g07460	chromosome_2	15266893	15268278	-	1386
tetur01g07470	chromosome_2	15269618	15270234	-	617
tetur01g07490	chromosome_2	15282060	15287265	-	5206
tetur01g07510	chromosome_2	15302228	15302682	-	455
tetur01g92390	chromosome_2	15303099	15304132	-	1034
tetur01g92391	chromosome_2	15304594	15304749	+	156
tetur01g07520	chromosome_2	15306077	15308115	+	2039
tetur01g07530	chromosome_2	15308539	15385208	-	76670
tetur01g07550	chromosome_2	15322021	15322383	+	363
tetur01g07590	chromosome_2	15390293	15391741	-	1449
tetur01g07600	chromosome_2	15392233	15405041	+	12809
tetur01g07610	chromosome_2	15392427	15394447	+	2021
tetur01g07620	chromosome_2	15394321	15406936	+	12616
tetur01g92392	chromosome_2	15408649	15409785	+	1137
tetur01g07630	chromosome_2	15409789	15410597	+	809
tetur01g07640	chromosome_2	15411047	15411481	-	435
tetur01g07650	chromosome_2	15411762	15412749	-	988
tetur01g07660	chromosome_2	15412940	15415282	-	2343
tetur01g07670	chromosome_2	15417255	15417680	+	426
tetur01g92393	chromosome_2	15419415	15419808	-	394
tetur01g07680	chromosome_2	15422048	15422701	+	654
tetur01g07690	chromosome_2	15422753	15425340	-	2588
tetur01g07700	chromosome_2	15427381	15429389	-	2009
tetur01g07710	chromosome_2	15429877	15430096	+	220
tetur01g07720	chromosome_2	15430616	15433639	-	3024
tetur01g07730	chromosome_2	15434129	15435860	-	1732
tetur01g07750	chromosome_2	15436968	15437349	-	382
tetur01g07760	chromosome_2	15439316	15441027	-	1712
tetur01g07770	chromosome_2	15446417	15449810	-	3394
tetur01g07780	chromosome_2	15454711	15454873	+	163
tetur01g92394	chromosome_2	15454909	15456210	+	1302
tetur01g07840	chromosome_2	15457894	15497227	-	39334
tetur01g07810	chromosome_2	15463766	15463992	+	227
tetur01g07820	chromosome_2	15464009	15467214	+	3206
tetur01g07830	chromosome_2	15467310	15467611	+	302
tetur01g07860	chromosome_2	15474829	15478664	+	3836
tetur01g07870	chromosome_2	15478762	15479679	-	918
tetur01g07880	chromosome_2	15488685	15494321	+	5637
tetur01g07890	chromosome_2	15497051	15497227	-	177
tetur01g07900	chromosome_2	15499485	15502116	+	2632
tetur01g07920	chromosome_2	15503095	15504819	-	1725
tetur01g07930	chromosome_2	15505098	15505367	-	270
tetur01g07940	chromosome_2	15506069	15506543	+	475
tetur01g07950	chromosome_2	15507739	15509122	+	1384
tetur01g92398	chromosome_2	15509955	15510504	+	550
tetur01g07960	chromosome_2	15510652	15511803	-	1152
tetur01g07970	chromosome_2	15513352	15515476	-	2125
tetur01g07990	chromosome_2	15519406	15521410	-	2005
tetur01g92399	chromosome_2	15522230	15522964	+	735
tetur01g17314	chromosome_2	15523371	15524804	-	1434
tetur01g08000	chromosome_2	15525990	15528028	-	2039
tetur01g08020	chromosome_2	15529817	15530915	+	1099
tetur01g08030	chromosome_2	15531775	15534179	-	2405
tetur01g08040	chromosome_2	15534588	15536677	-	2090
tetur01g08070	chromosome_2	15542309	15547329	-	5021
tetur01g92400	chromosome_2	15548829	15549902	-	1074
tetur01g08080	chromosome_2	15551377	15553109	-	1733
tetur01g08090	chromosome_2	15554451	15556224	-	1774
tetur01g92401	chromosome_2	15556883	15557246	-	364
tetur01g08100	chromosome_2	15557992	15559931	-	1940
tetur01g17174	chromosome_2	15560838	15561293	+	456
tetur01g17184	chromosome_2	15561310	15562050	+	741
tetur01g17194	chromosome_2	15562086	15562607	+	522
tetur01g17204	chromosome_2	15562679	15563299	+	621
tetur01g17224	chromosome_2	15563688	15564233	+	546
tetur01g17244	chromosome_2	15565461	15567722	+	2262
tetur01g08120	chromosome_2	15577056	15578647	-	1592
tetur01g08130	chromosome_2	15579056	15581042	-	1987
tetur01g08140	chromosome_2	15582021	15583800	-	1780
tetur01g17304	chromosome_2	15584495	15586927	-	2433
tetur01g08150	chromosome_2	15587577	15589583	-	2007
tetur01g08170	chromosome_2	15602078	15603704	-	1627
tetur01g16554	chromosome_2	15605345	15607029	-	1685
tetur01g08180	chromosome_2	15607887	15609854	-	1968
tetur01g08220	chromosome_2	15613296	15614429	+	1134
tetur01g08230	chromosome_2	15614690	15616449	-	1760
tetur01g08240	chromosome_2	15619103	15621818	-	2716
tetur01g08260	chromosome_2	15623850	15625572	-	1723
tetur01g92402	chromosome_2	15625927	15626797	+	871
tetur01g16564	chromosome_2	15629696	15630561	-	866
tetur01g92403	chromosome_2	15644930	15645546	-	617
tetur01g92405	chromosome_2	15647532	15648525	+	994
tetur01g08270	chromosome_2	15649519	15651275	-	1757
tetur01g08280	chromosome_2	15653702	15656185	-	2484
tetur01g92406	chromosome_2	15657166	15657327	+	162
tetur01g08290	chromosome_2	15661775	15662411	+	637
tetur01g08300	chromosome_2	15667270	15670026	+	2757
tetur01g08310	chromosome_2	15671059	15674677	-	3619
tetur01g08320	chromosome_2	15675874	15676185	+	312
tetur01g08330	chromosome_2	15678022	15681468	-	3447
tetur01g08340	chromosome_2	15681832	15683893	-	2062
tetur01g08350	chromosome_2	15685190	15687721	+	2532
tetur01g08360	chromosome_2	15687675	15687949	-	275
tetur01g08370	chromosome_2	15688770	15691103	-	2334
tetur01g08380	chromosome_2	15694067	15696977	-	2911
tetur01g08400	chromosome_2	15697911	15703317	-	5407
tetur01g08410	chromosome_2	15698957	15701775	-	2819
tetur01g08420	chromosome_2	15701874	15702249	+	376
tetur01g08430	chromosome_2	15702287	15703317	-	1031
tetur01g08440	chromosome_2	15703511	15704388	+	878
tetur01g08450	chromosome_2	15708309	15714586	-	6278
tetur01g08460	chromosome_2	15715900	15717144	+	1245
tetur01g92407	chromosome_2	15718381	15718602	+	222
tetur01g08470	chromosome_2	15718788	15722484	+	3697
tetur01g08520	chromosome_2	15723853	15771804	+	47952
tetur01g08490	chromosome_2	15731544	15731744	+	201
tetur01g08500	chromosome_2	15751580	15751776	+	197
tetur01g08510	chromosome_2	15768001	15768412	+	412
tetur01g16774	chromosome_2	15772982	15774297	-	1316
tetur01g08530	chromosome_2	15775300	15776115	+	816
tetur01g08540	chromosome_2	15778576	15782768	-	4193
tetur01g92409	chromosome_2	15784685	15784882	+	198
tetur01g08550	chromosome_2	15786967	15788072	+	1106
tetur01g08560	chromosome_2	15788577	15789452	+	876
tetur01g08570	chromosome_2	15791371	15791795	-	425
tetur01g08580	chromosome_2	15799129	15799915	+	787
tetur01g92410	chromosome_2	15801236	15803833	-	2598
tetur01g08590	chromosome_2	15804171	15806336	+	2166
tetur01g08600	chromosome_2	15807813	15813907	+	6095
tetur01g08610	chromosome_2	15814259	15814459	-	201
tetur01g08620	chromosome_2	15835968	15837450	+	1483
tetur01g08630	chromosome_2	15853884	15862394	+	8511
tetur01g08640	chromosome_2	15865165	15865765	-	601
tetur01g92411	chromosome_2	15866667	15867152	-	486
tetur01g08650	chromosome_2	15867194	15870519	+	3326
tetur01g08660	chromosome_2	15870888	15872806	-	1919
tetur01g08670	chromosome_2	15873571	15875602	-	2032
tetur01g92412	chromosome_2	15877017	15877681	-	665
tetur01g08680	chromosome_2	15878519	15879779	+	1261
tetur01g08690	chromosome_2	15881397	15882658	+	1262
tetur01g08700	chromosome_2	15883012	15885915	+	2904
tetur01g08710	chromosome_2	15886193	15888175	-	1983
tetur01g92413	chromosome_2	15888301	15888474	-	174
tetur01g08720	chromosome_2	15888859	15890056	+	1198
tetur01g08730	chromosome_2	15890609	15891678	+	1070
tetur01g08740	chromosome_2	15891955	15892160	-	206
tetur01g08750	chromosome_2	15893804	15894488	-	685
tetur01g08760	chromosome_2	15895795	15898490	-	2696
tetur01g08770	chromosome_2	15899532	15902157	+	2626
tetur01g08780	chromosome_2	15902983	15907911	+	4929
tetur01g08790	chromosome_2	15909182	15912366	+	3185
tetur01g08800	chromosome_2	15916299	15919362	+	3064
tetur01g08810	chromosome_2	15920684	15923344	-	2661
tetur01g08820	chromosome_2	15925223	15926239	+	1017
tetur01g08830	chromosome_2	15926051	15926239	+	189
tetur01g08840	chromosome_2	15929088	15929850	+	763
tetur01g08850	chromosome_2	15930872	15932314	-	1443
tetur01g08860	chromosome_2	15933272	15934559	+	1288
tetur01g08870	chromosome_2	15934809	15935540	-	732
tetur01g08880	chromosome_2	15937310	15939892	-	2583
tetur01g08890	chromosome_2	15940325	15942773	-	2449
tetur01g92414	chromosome_2	15943076	15943372	-	297
tetur01g08900	chromosome_2	15946113	15946342	+	230
tetur01g08910	chromosome_2	15946378	15947728	-	1351
tetur01g08920	chromosome_2	15948332	15949480	+	1149
tetur01g08930	chromosome_2	15950086	15952619	+	2534
tetur01g08940	chromosome_2	15954673	15955833	+	1161
tetur01g08950	chromosome_2	15957093	15958838	+	1746
tetur01g08960	chromosome_2	15959411	15960093	+	683
tetur01g08970	chromosome_2	15963559	15963813	-	255
tetur01g08980	chromosome_2	15968295	15969817	+	1523
tetur01g08990	chromosome_2	15970652	15971721	+	1070
tetur01g09000	chromosome_2	15971694	15972896	-	1203
tetur01g09010	chromosome_2	15974047	15981517	-	7471
tetur01g92415	chromosome_2	15983807	15983974	+	168
tetur01g09020	chromosome_2	15991933	15993509	-	1577
tetur01g09030	chromosome_2	15995987	15996837	+	851
tetur01g92416	chromosome_2	16009656	16010114	+	459
tetur01g92417	chromosome_2	16010620	16010872	-	253
tetur01g92418	chromosome_2	16014416	16014601	+	186
tetur01g09040	chromosome_2	16016423	16016945	-	523
tetur01g09050	chromosome_2	16019668	16022039	+	2372
tetur01g92419	chromosome_2	16023859	16024044	-	186
tetur01g09060	chromosome_2	16025044	16030222	+	5179
tetur01g09070	chromosome_2	16030392	16031860	-	1469
tetur01g09080	chromosome_2	16034307	16058678	-	24372
tetur01g09090	chromosome_2	16059084	16059972	+	889
tetur01g09100	chromosome_2	16060405	16060752	+	348
tetur01g09110	chromosome_2	16069503	16071131	+	1629
tetur01g09120	chromosome_2	16071163	16071316	-	154
tetur01g09130	chromosome_2	16071699	16073198	+	1500
tetur01g09140	chromosome_2	16074691	16081117	+	6427
tetur01g09150	chromosome_2	16083960	16084547	+	588
tetur01g09160	chromosome_2	16087471	16088338	-	868
tetur01g09170	chromosome_2	16090750	16091555	-	806
tetur01g09180	chromosome_2	16092957	16094034	-	1078
tetur01g92420	chromosome_2	16101438	16101705	+	268
tetur01g09190	chromosome_2	16101915	16102591	-	677
tetur01g09200	chromosome_2	16104242	16104747	-	506
tetur01g09210	chromosome_2	16112273	16113026	-	754
tetur01g09220	chromosome_2	16115823	16117135	-	1313
tetur01g09240	chromosome_2	16119445	16128695	-	9251
tetur01g16516	chromosome_2	16122799	16123797	+	999
tetur01g09250	chromosome_2	16134066	16135175	-	1110
tetur01g09260	chromosome_2	16137415	16145314	-	7900
tetur01g09270	chromosome_2	16148043	16148823	+	781
tetur01g09280	chromosome_2	16152135	16152903	-	769
tetur01g09290	chromosome_2	16153372	16155735	+	2364
tetur01g09300	chromosome_2	16156059	16157540	+	1482
tetur01g09310	chromosome_2	16158533	16159099	-	567
tetur01g09320	chromosome_2	16159211	16160040	+	830
tetur01g09330	chromosome_2	16162779	16175985	-	13207
tetur01g09340	chromosome_2	16175962	16176317	+	356
tetur01g92421	chromosome_2	16198081	16198763	-	683
tetur01g09350	chromosome_2	16207286	16209423	-	2138
tetur01g09360	chromosome_2	16209472	16210468	+	997
tetur01g09370	chromosome_2	16211168	16214039	-	2872
tetur01g09380	chromosome_2	16215385	16216131	-	747
tetur01g09390	chromosome_2	16217002	16217890	-	889
tetur01g09400	chromosome_2	16218406	16223553	+	5148
tetur01g09410	chromosome_2	16225713	16226204	-	492
tetur01g09420	chromosome_2	16231737	16232428	+	692
tetur01g09430	chromosome_2	16232470	16233656	+	1187
tetur01g09460	chromosome_2	16244277	16245882	+	1606
tetur01g09470	chromosome_2	16246265	16248419	+	2155
tetur01g09480	chromosome_2	16249295	16250657	-	1363
tetur01g09490	chromosome_2	16251901	16264089	+	12189
tetur01g09500	chromosome_2	16266624	16266972	+	349
tetur01g09510	chromosome_2	16266976	16268455	+	1480
tetur01g09520	chromosome_2	16271142	16272176	+	1035
tetur01g09530	chromosome_2	16272321	16272767	-	447
